A,,,,,
B,,LEBT1-LebanonTN,OHHT1-OLD_HICKORY,SMLK2-CumberlandR-SmithlandKY,KINT1-HarpethR-KingstonSpringsTN
C,UTC,Precip-Inc,Precip-Inc,Precip-Inc,Precip-Inc
E,,,,,
F,,dcp-rev,dcp-rev,dcp-rev,dcp-rev
Units,,in,in,in,in
Type,,PER-CUM,PER-CUM,PER-CUM,PER-CUM
448,10May2020  0230,0.00000,0.00000,0.00000,0.000
449,10May2020  0300,0.00000,0.00000,0.00000,0.000
450,10May2020  0330,0.00000,0.00000,0.00000,0.000
451,10May2020  0400,0.00000,0.00000,0.00000,0.000
452,10May2020  0430,0.00000,0.00000,0.00000,0.000
453,10May2020  0500,0.00000,0.00000,0.00000,0.000
454,10May2020  0530,0.00000,0.00000,0.00000,0.000
455,10May2020  0600,0.00000,0.00000,0.00000,0.000
456,10May2020  0630,0.00000,0.00000,0.00000,0.000
457,10May2020  0700,0.00000,0.00000,0.00000,0.000
458,10May2020  0730,0.00000,0.00000,0.00000,0.000
459,10May2020  0800,0.00000,0.00000,0.00000,0.000
460,10May2020  0830,0.00000,0.00000,0.00000,0.000
461,10May2020  0900,0.00000,0.00000,0.00000,0.000
462,10May2020  0930,0.00000,0.00000,0.00000,0.000
463,10May2020  1000,0.00000,0.00000,0.00000,0.000
464,10May2020  1030,0.00000,0.00000,0.00000,0.000
465,10May2020  1100,0.00000,0.00000,0.00000,0.000
466,10May2020  1130,0.00000,0.00000,0.00000,0.000
467,10May2020  1200,0.00000,0.00000,0.00000,0.000
468,10May2020  1230,0.00000,0.00000,0.00000,0.000
469,10May2020  1300,0.00000,0.00000,0.00000,0.000
470,10May2020  1330,0.00000,0.00000,0.00000,0.000
471,10May2020  1400,0.00000,0.00000,0.00000,0.000
472,10May2020  1430,0.00000,0.00000,0.00000,0.000
473,10May2020  1500,0.00000,0.00000,0.00000,0.000
474,10May2020  1530,0.00000,0.00000,0.00000,0.000
475,10May2020  1600,0.00000,0.00000,0.00000,0.000
476,10May2020  1630,0.00000,0.00000,0.00000,0.000
477,10May2020  1700,0.00000,0.00000,0.00000,0.000
478,10May2020  1730,0.00000,0.00000,0.00000,0.000
479,10May2020  1800,0.00000,0.00000,0.00000,0.000
480,10May2020  1830,0.00000,0.00000,0.00000,0.000
481,10May2020  1900,0.00000,0.00000,0.00000,0.000
482,10May2020  1930,0.00000,0.00000,0.00000,0.000
483,10May2020  2000,0.00000,0.00000,0.00000,0.000
484,10May2020  2030,0.00000,0.00000,0.00000,0.000
485,10May2020  2100,0.00000,0.00000,0.00000,0.000
486,10May2020  2130,0.00000,0.00000,0.00000,0.000
487,10May2020  2200,0.00000,0.00000,0.00000,0.000
488,10May2020  2230,0.00000,0.00000,0.00000,0.000
489,10May2020  2300,0.00000,0.00000,0.00000,0.000
490,10May2020  2330,0.00000,0.00000,0.00000,0.000
491,11May2020  0000,0.00000,0.00000,0.00000,0.000
492,11May2020  0030,0.00000,0.00000,0.00000,0.000
493,11May2020  0100,0.00000,0.00000,0.00000,0.000
494,11May2020  0130,0.00000,0.00000,0.00000,0.000
495,11May2020  0200,0.00000,0.00000,0.00000,0.000
496,11May2020  0230,0.00000,0.00000,0.00000,0.000
497,11May2020  0300,0.00000,0.00000,0.00000,0.000
498,11May2020  0330,0.00000,0.00000,0.00000,0.000
499,11May2020  0400,0.00000,0.00000,0.00000,0.000
500,11May2020  0430,0.00000,0.00000,0.00000,0.000
501,11May2020  0500,0.00000,0.00000,0.00000,0.000
502,11May2020  0530,0.00000,0.00000,0.00000,0.000
503,11May2020  0600,0.00000,0.00000,0.00000,0.000
504,11May2020  0630,0.00000,0.00000,0.00000,0.000
505,11May2020  0700,0.00000,0.00000,0.00000,0.000
506,11May2020  0730,0.00000,0.00000,0.00000,0.000
507,11May2020  0800,0.00000,0.00000,0.00000,0.000
508,11May2020  0830,0.00000,0.00000,0.00000,0.000
509,11May2020  0900,0.00000,0.00000,0.00000,0.000
510,11May2020  0930,0.00000,0.00000,0.00000,0.000
511,11May2020  1000,0.00000,0.00000,0.00000,0.000
512,11May2020  1030,0.00000,0.00000,0.00000,0.000
513,11May2020  1100,0.00000,0.00000,0.00000,0.000
514,11May2020  1130,0.00000,0.00000,0.00000,0.000
515,11May2020  1200,0.00000,0.00000,0.00000,0.000
516,11May2020  1230,0.00000,0.00000,0.00000,0.000
517,11May2020  1300,0.00000,0.00000,0.00000,0.000
518,11May2020  1330,0.00000,0.00000,0.00000,0.000
519,11May2020  1400,0.00000,0.00000,0.00000,0.000
520,11May2020  1430,0.00000,0.00000,0.00000,0.000
521,11May2020  1500,0.00000,0.00000,0.00000,0.000
522,11May2020  1530,0.00000,0.00000,0.00000,0.000
523,11May2020  1600,0.00000,0.00000,0.00000,0.000
524,11May2020  1630,0.00000,0.00000,0.00000,0.000
525,11May2020  1700,0.00000,0.00000,0.00000,0.000
526,11May2020  1730,0.00000,0.00000,0.00000,0.000
527,11May2020  1800,0.00000,0.00000,0.00000,0.000
528,11May2020  1830,0.00000,0.00000,0.00000,0.000
529,11May2020  1900,0.00000,0.00000,0.00000,0.000
530,11May2020  1930,0.00000,0.00000,0.00000,0.000
531,11May2020  2000,0.00000,0.00000,0.00000,0.000
532,11May2020  2030,0.00000,0.00000,0.00000,0.000
533,11May2020  2100,0.00000,0.00000,0.00000,0.000
534,11May2020  2130,0.00000,0.00000,0.00000,0.000
535,11May2020  2200,0.00000,0.00000,0.00000,0.000
536,11May2020  2230,0.00000,0.00000,0.00000,0.000
537,11May2020  2300,0.00000,0.00000,0.00000,0.000
538,11May2020  2330,0.00000,0.00000,0.00000,0.000
539,12May2020  0000,0.00000,0.00000,0.00000,0.000
540,12May2020  0030,0.00000,0.00000,0.00000,0.000
541,12May2020  0100,0.00000,0.00000,0.00000,0.000
542,12May2020  0130,0.00000,0.00000,0.00000,0.000
543,12May2020  0200,0.00000,0.00000,0.00000,0.000
544,12May2020  0230,0.00000,0.00000,0.00000,0.000
545,12May2020  0300,0.00000,0.00000,0.00000,0.000
546,12May2020  0330,0.00000,0.00000,0.00000,0.000
547,12May2020  0400,0.00000,0.00000,0.00000,0.000
548,12May2020  0430,0.00000,0.00000,0.00000,0.000
549,12May2020  0500,0.00000,0.00000,0.00000,0.000
550,12May2020  0530,0.00000,0.00000,0.00000,0.000
551,12May2020  0600,0.00000,0.00000,0.00000,0.000
552,12May2020  0630,0.00000,0.00000,0.00000,0.000
553,12May2020  0700,0.00000,0.00000,0.00000,0.000
554,12May2020  0730,0.00000,0.00000,0.00000,0.000
555,12May2020  0800,0.00000,0.00000,0.00000,0.000
556,12May2020  0830,0.00000,0.00000,0.00000,0.000
557,12May2020  0900,0.00000,0.00000,0.00000,0.000
558,12May2020  0930,0.00000,0.00000,0.00000,0.000
559,12May2020  1000,0.00000,0.00000,0.00000,0.000
560,12May2020  1030,0.00000,0.00000,0.00000,0.010
561,12May2020  1100,0.00000,0.00000,0.00000,0.000
562,12May2020  1130,0.00000,0.00000,0.01000,0.000
563,12May2020  1200,0.00000,0.00000,0.00000,0.000
564,12May2020  1230,0.00000,0.00000,0.01000,0.000
565,12May2020  1300,0.00000,0.00000,0.00000,0.000
566,12May2020  1330,0.00000,0.00000,0.00000,0.000
567,12May2020  1400,0.00000,0.00000,0.00000,0.000
568,12May2020  1430,0.00000,0.00000,0.00000,0.000
569,12May2020  1500,0.00000,0.00000,0.00000,0.000
570,12May2020  1530,0.00000,0.00000,0.00000,0.000
571,12May2020  1600,0.00000,0.00000,0.00000,0.000
572,12May2020  1630,0.00000,0.00000,0.00000,0.000
573,12May2020  1700,0.00000,0.00000,0.00000,0.000
574,12May2020  1730,0.00000,0.00000,0.00000,0.000
575,12May2020  1800,0.00000,0.00000,0.00000,0.000
576,12May2020  1830,0.00000,0.00000,0.00000,0.000
577,12May2020  1900,0.00000,0.00000,0.00000,0.000
578,12May2020  1930,0.00000,0.00000,0.00000,0.000
579,12May2020  2000,0.00000,0.00000,0.00000,0.000
580,12May2020  2030,0.00000,0.00000,0.00000,0.000
581,12May2020  2100,0.00000,0.00000,0.00000,0.000
582,12May2020  2130,0.00000,0.00000,0.00000,0.000
583,12May2020  2200,0.00000,0.00000,0.00000,0.000
584,12May2020  2230,0.00000,0.00000,0.00000,0.010
585,12May2020  2300,0.00000,0.00000,0.00000,0.000
586,12May2020  2330,0.00000,0.00000,0.00000,0.000
587,13May2020  0000,0.00000,0.00000,0.00000,0.000
588,13May2020  0030,0.00000,0.00000,0.00000,0.010
589,13May2020  0100,0.00000,0.00000,0.00000,0.000
590,13May2020  0130,0.00000,0.01000,0.02000,0.010
591,13May2020  0200,0.00000,0.00000,0.01000,0.000
592,13May2020  0230,0.00000,0.00000,0.01000,0.010
593,13May2020  0300,0.01000,0.01000,0.01000,0.010
594,13May2020  0330,0.01000,0.01000,0.00000,0.010
595,13May2020  0400,0.01000,0.00000,0.00000,0.010
596,13May2020  0430,0.01000,0.01000,0.01000,0.010
597,13May2020  0500,0.01000,0.00000,0.00000,0.000
598,13May2020  0530,0.00000,0.00000,0.01000,0.000
599,13May2020  0600,0.01000,0.00000,0.00000,0.010
600,13May2020  0630,0.00000,0.00000,0.01000,0.020
601,13May2020  0700,0.00000,0.00000,0.02000,0.010
602,13May2020  0730,0.00000,0.00000,0.03000,0.000
603,13May2020  0800,0.00000,0.01000,0.02000,0.000
604,13May2020  0830,0.01000,0.00000,0.01000,0.000
605,13May2020  0900,0.00000,0.00000,0.01000,0.000
606,13May2020  0930,0.00000,0.00000,0.00000,0.010
607,13May2020  1000,0.00000,0.01000,0.00000,0.000
608,13May2020  1030,0.01000,0.00000,0.01000,0.000
609,13May2020  1100,0.01000,0.00000,0.00000,0.000
610,13May2020  1130,0.00000,0.01000,0.00000,0.010
611,13May2020  1200,0.00000,0.00000,0.01000,0.000
612,13May2020  1230,0.00000,0.00000,0.01000,0.000
613,13May2020  1300,0.00000,0.00000,0.01000,0.000
614,13May2020  1330,0.00000,0.00000,0.01000,0.000
615,13May2020  1400,0.00000,0.00000,0.04000,0.000
616,13May2020  1430,0.00000,0.00000,0.01000,0.000
617,13May2020  1500,0.00000,0.00000,0.01000,0.010
618,13May2020  1530,0.00000,0.02000,0.03000,0.000
619,13May2020  1600,0.00000,0.03000,0.00000,0.000
620,13May2020  1630,0.01000,0.00000,0.01000,0.010
621,13May2020  1700,0.00000,0.00000,0.00000,0.020
622,13May2020  1730,0.01000,0.00000,0.01000,0.000
623,13May2020  1800,0.00000,0.01000,0.02000,0.000
624,13May2020  1830,0.00000,0.00000,0.00000,0.000
625,13May2020  1900,0.00000,0.00000,0.00000,0.000
626,13May2020  1930,0.00000,0.00000,0.00000,0.000
627,13May2020  2000,0.00000,0.00000,0.00000,0.000
628,13May2020  2030,0.00000,0.00000,0.01000,0.000
629,13May2020  2100,0.00000,0.00000,0.00000,0.000
630,13May2020  2130,0.00000,0.00000,0.03000,0.000
631,13May2020  2200,0.00000,0.00000,0.13000,0.000
632,13May2020  2230,0.00000,0.00000,0.07000,0.000
633,13May2020  2300,0.00000,0.00000,0.00000,0.000
634,13May2020  2330,0.00000,0.00000,0.00000,0.000
635,14May2020  0000,0.00000,0.00000,0.00000,0.000
636,14May2020  0030,0.00000,0.00000,0.01000,0.000
637,14May2020  0100,0.00000,0.00000,0.00000,0.000
638,14May2020  0130,0.00000,0.00000,0.00000,0.000
639,14May2020  0200,0.00000,0.00000,0.00000,0.000
640,14May2020  0230,0.00000,0.00000,0.00000,0.000
641,14May2020  0300,0.00000,0.00000,0.00000,0.000
642,14May2020  0330,0.00000,0.00000,0.00000,0.000
643,14May2020  0400,0.00000,0.00000,0.00000,0.000
644,14May2020  0430,0.00000,0.00000,0.00000,0.000
645,14May2020  0500,0.00000,0.00000,0.00000,0.000
646,14May2020  0530,0.00000,0.00000,0.00000,0.000
647,14May2020  0600,0.00000,0.00000,0.00000,0.000
648,14May2020  0630,0.00000,0.00000,0.00000,0.000
649,14May2020  0700,0.00000,0.00000,0.00000,0.000
650,14May2020  0730,0.00000,0.00000,0.00000,0.000
651,14May2020  0800,0.00000,0.00000,0.00000,0.000
652,14May2020  0830,0.00000,0.00000,0.00000,0.000
653,14May2020  0900,0.00000,0.00000,0.00000,0.000
654,14May2020  0930,0.00000,0.00000,0.00000,0.000
655,14May2020  1000,0.00000,0.00000,0.00000,0.000
656,14May2020  1030,0.00000,0.00000,0.00000,0.000
657,14May2020  1100,0.00000,0.00000,0.00000,0.000
658,14May2020  1130,0.00000,0.00000,0.00000,0.000
659,14May2020  1200,0.00000,0.00000,0.00000,0.000
660,14May2020  1230,0.00000,0.00000,0.00000,0.000
661,14May2020  1300,0.00000,0.00000,0.00000,0.000
662,14May2020  1330,0.00000,0.00000,0.00000,0.010
663,14May2020  1400,0.00000,0.00000,0.00000,0.000
664,14May2020  1430,0.00000,0.00000,0.00000,0.000
665,14May2020  1500,0.00000,0.00000,0.00000,0.000
666,14May2020  1530,0.00000,0.00000,0.00000,0.000
667,14May2020  1600,0.00000,0.00000,0.00000,0.000
668,14May2020  1630,0.00000,0.00000,0.00000,0.000
669,14May2020  1700,0.00000,0.00000,0.00000,0.000
670,14May2020  1730,0.00000,0.00000,0.00000,0.000
671,14May2020  1800,0.00000,0.00000,0.00000,0.000
672,14May2020  1830,0.00000,0.00000,0.00000,0.000
673,14May2020  1900,0.00000,0.00000,0.00000,0.000
674,14May2020  1930,0.00000,0.00000,0.00000,0.000
675,14May2020  2000,0.00000,0.00000,0.00000,0.000
676,14May2020  2030,0.00000,0.00000,0.00000,0.000
677,14May2020  2100,0.00000,0.00000,0.00000,0.000
678,14May2020  2130,0.00000,0.00000,0.00000,0.000
679,14May2020  2200,0.00000,0.00000,0.00000,0.000
680,14May2020  2230,0.00000,0.00000,0.00000,0.000
681,14May2020  2300,0.00000,0.00000,0.00000,0.000
682,14May2020  2330,0.00000,0.00000,0.00000,0.000
683,15May2020  0000,0.00000,0.00000,0.00000,0.000
684,15May2020  0030,0.00000,0.00000,0.00000,0.000
685,15May2020  0100,0.00000,0.00000,0.00000,0.000
686,15May2020  0130,0.00000,0.00000,0.00000,0.000
687,15May2020  0200,0.00000,0.00000,0.00000,0.000
688,15May2020  0230,0.00000,0.00000,0.00000,0.000
689,15May2020  0300,0.00000,0.00000,0.00000,0.000
690,15May2020  0330,0.00000,0.00000,0.00000,0.000
691,15May2020  0400,0.00000,0.00000,0.00000,0.000
692,15May2020  0430,0.00000,0.00000,0.00000,0.000
693,15May2020  0500,0.00000,0.00000,0.00000,0.000
694,15May2020  0530,0.00000,0.00000,0.00000,0.000
695,15May2020  0600,0.00000,0.00000,0.00000,0.000
696,15May2020  0630,0.00000,0.00000,0.00000,0.000
697,15May2020  0700,0.00000,0.00000,0.00000,0.000
698,15May2020  0730,0.00000,0.00000,0.00000,0.000
699,15May2020  0800,0.00000,0.00000,0.00000,0.000
700,15May2020  0830,0.00000,0.00000,0.00000,0.000
701,15May2020  0900,0.00000,0.00000,0.00000,0.000
702,15May2020  0930,0.00000,0.00000,0.04000,0.000
703,15May2020  1000,0.00000,0.00000,0.03000,0.000
704,15May2020  1030,0.00000,0.00000,0.01000,0.000
705,15May2020  1100,0.00000,0.00000,0.00000,0.000
706,15May2020  1130,0.00000,0.00000,0.00000,0.000
707,15May2020  1200,0.00000,0.00000,0.00000,0.000
708,15May2020  1230,0.00000,0.00000,0.11000,0.000
709,15May2020  1300,0.00000,0.00000,0.00000,0.000
710,15May2020  1330,0.00000,0.00000,0.00000,0.000
711,15May2020  1400,0.00000,0.00000,0.00000,0.000
712,15May2020  1430,0.00000,0.00000,0.00000,0.000
713,15May2020  1500,0.00000,0.00000,0.00000,0.000
714,15May2020  1530,0.00000,0.00000,0.00000,0.000
715,15May2020  1600,0.00000,0.00000,0.00000,0.000
716,15May2020  1630,0.00000,0.00000,0.00000,0.000
717,15May2020  1700,0.00000,0.00000,0.00000,0.000
718,15May2020  1730,0.00000,0.00000,0.00000,0.000
719,15May2020  1800,0.00000,0.00000,0.00000,0.000
720,15May2020  1830,0.00000,0.00000,0.00000,0.000
721,15May2020  1900,0.00000,0.00000,0.00000,0.000
722,15May2020  1930,0.00000,0.00000,0.00000,0.000
723,15May2020  2000,0.00000,0.00000,0.00000,0.000
724,15May2020  2030,0.00000,0.00000,0.00000,0.000
725,15May2020  2100,0.00000,0.00000,0.00000,0.000
726,15May2020  2130,0.00000,0.00000,0.00000,0.000
727,15May2020  2200,0.00000,0.00000,0.00000,0.000
728,15May2020  2230,0.00000,0.00000,0.00000,0.000
729,15May2020  2300,0.00000,0.00000,0.30000,0.000
730,15May2020  2330,0.00000,0.00000,0.19000,0.000
731,16May2020  0000,0.00000,0.00000,0.00000,0.000
732,16May2020  0030,0.00000,0.00000,0.00000,0.000
733,16May2020  0100,0.00000,0.00000,0.00000,0.000
734,16May2020  0130,0.00000,0.00000,0.00000,0.000
735,16May2020  0200,0.00000,0.00000,0.00000,0.000
736,16May2020  0230,0.00000,0.00000,0.00000,0.000
737,16May2020  0300,0.00000,0.00000,0.00000,0.000
738,16May2020  0330,0.00000,0.00000,0.00000,0.000
739,16May2020  0400,0.00000,0.00000,0.00000,0.000
740,16May2020  0430,0.00000,0.00000,0.00000,0.000
741,16May2020  0500,0.00000,0.00000,0.00000,0.000
742,16May2020  0530,0.00000,0.00000,0.00000,0.000
743,16May2020  0600,0.00000,0.00000,0.00000,0.000
744,16May2020  0630,0.00000,0.00000,0.00000,0.000
745,16May2020  0700,0.00000,0.00000,0.00000,0.000
746,16May2020  0730,0.00000,0.00000,0.00000,0.000
747,16May2020  0800,0.00000,0.00000,0.00000,0.000
748,16May2020  0830,0.00000,0.00000,0.00000,0.000
749,16May2020  0900,0.00000,0.00000,0.00000,0.000
750,16May2020  0930,0.00000,0.00000,0.00000,0.000
751,16May2020  1000,0.00000,0.00000,0.00000,0.000
752,16May2020  1030,0.00000,0.00000,0.00000,0.000
753,16May2020  1100,0.00000,0.00000,0.00000,0.000
754,16May2020  1130,0.00000,0.00000,0.00000,0.000
755,16May2020  1200,0.00000,0.00000,0.00000,0.000
756,16May2020  1230,0.00000,0.00000,0.00000,0.000
757,16May2020  1300,0.00000,0.00000,0.01000,0.000
758,16May2020  1330,0.00000,0.00000,0.00000,0.000
759,16May2020  1400,0.00000,0.00000,0.00000,0.000
760,16May2020  1430,0.00000,0.00000,0.00000,0.000
761,16May2020  1500,0.00000,0.00000,0.00000,0.000
762,16May2020  1530,0.00000,0.00000,0.00000,0.000
763,16May2020  1600,0.00000,0.00000,0.00000,0.000
764,16May2020  1630,0.00000,0.00000,0.00000,0.000
765,16May2020  1700,0.00000,0.00000,0.00000,0.000
766,16May2020  1730,0.00000,0.00000,0.00000,0.000
767,16May2020  1800,0.00000,0.00000,0.00000,0.000
768,16May2020  1830,0.00000,0.00000,0.00000,0.000
769,16May2020  1900,0.00000,0.00000,0.00000,0.000
770,16May2020  1930,0.00000,0.00000,0.00000,0.000
771,16May2020  2000,0.00000,0.00000,0.00000,0.000
772,16May2020  2030,0.00000,0.00000,0.00000,0.000
773,16May2020  2100,0.00000,0.00000,0.00000,0.000
774,16May2020  2130,0.00000,0.00000,0.00000,0.000
775,16May2020  2200,0.00000,0.00000,0.00000,0.000
776,16May2020  2230,0.00000,0.00000,0.00000,0.000
777,16May2020  2300,0.00000,0.00000,0.00000,0.000
778,16May2020  2330,0.00000,0.00000,0.00000,0.000
779,17May2020  0000,0.00000,0.00000,0.00000,0.000
780,17May2020  0030,0.00000,0.00000,0.00000,0.000
781,17May2020  0100,0.00000,0.00000,0.00000,0.000
782,17May2020  0130,0.00000,0.00000,0.00000,0.000
783,17May2020  0200,0.00000,0.00000,0.00000,0.000
784,17May2020  0230,0.00000,0.00000,0.00000,0.000
785,17May2020  0300,,0.00000,0.00000,0.000
786,17May2020  0330,,0.00000,0.00000,0.000
787,17May2020  0400,,0.00000,0.00000,0.000
788,17May2020  0430,,0.00000,0.00000,0.000
789,17May2020  0500,0.00000,0.00000,0.00000,0.000
790,17May2020  0530,0.00000,0.00000,0.00000,0.000
791,17May2020  0600,0.00000,0.00000,0.00000,0.000
792,17May2020  0630,0.00000,0.00000,0.00000,0.000
793,17May2020  0700,0.00000,0.00000,0.00000,0.000
794,17May2020  0730,0.00000,0.00000,0.00000,0.000
795,17May2020  0800,0.00000,0.00000,0.00000,0.000
796,17May2020  0830,0.00000,0.00000,0.00000,0.000
797,17May2020  0900,0.00000,0.00000,0.00000,0.000
798,17May2020  0930,0.00000,0.00000,0.00000,0.000
799,17May2020  1000,0.00000,0.00000,0.00000,0.000
800,17May2020  1030,0.00000,0.00000,0.00000,0.000
801,17May2020  1100,0.00000,0.00000,0.00000,0.000
802,17May2020  1130,0.00000,0.00000,0.00000,0.000
803,17May2020  1200,0.00000,0.00000,0.00000,0.000
804,17May2020  1230,0.00000,0.00000,0.01000,0.000
805,17May2020  1300,0.00000,0.00000,0.00000,0.000
806,17May2020  1330,0.00000,0.00000,0.00000,0.000
807,17May2020  1400,0.00000,0.00000,0.00000,0.000
808,17May2020  1430,0.00000,0.00000,0.00000,0.000
809,17May2020  1500,0.00000,0.00000,0.00000,0.000
810,17May2020  1530,0.00000,0.00000,,0.000
811,17May2020  1600,0.00000,0.00000,,0.000
812,17May2020  1630,0.00000,0.00000,,0.000
813,17May2020  1700,0.00000,0.00000,0.00000,0.000
814,17May2020  1730,0.00000,0.00000,0.00000,0.000
815,17May2020  1800,0.01000,0.00000,0.00000,0.000
816,17May2020  1830,0.00000,0.00000,0.00000,0.000
817,17May2020  1900,0.00000,0.01000,0.00000,0.000
818,17May2020  1930,0.01000,0.00000,0.00000,0.000
819,17May2020  2000,0.06000,0.00000,0.00000,0.000
820,17May2020  2030,0.00000,0.00000,0.00000,0.000
821,17May2020  2100,0.00000,0.00000,0.00000,0.000
822,17May2020  2130,0.00000,0.00000,0.00000,0.000
823,17May2020  2200,0.00000,0.00000,0.00000,0.000
824,17May2020  2230,0.00000,0.00000,0.00000,0.000
825,17May2020  2300,0.00000,0.00000,0.18000,0.000
826,17May2020  2330,0.00000,0.00000,0.02000,0.000
827,18May2020  0000,0.00000,0.00000,0.00000,0.000
828,18May2020  0030,0.00000,0.00000,0.00000,0.000
829,18May2020  0100,0.00000,0.00000,0.00000,0.000
830,18May2020  0130,0.00000,0.00000,0.00000,0.000
831,18May2020  0200,0.00000,0.00000,0.00000,0.010
832,18May2020  0230,0.00000,0.00000,0.00000,0.100
833,18May2020  0300,0.00000,0.00000,0.00000,0.030
834,18May2020  0330,0.00000,0.00000,0.00000,0.020
835,18May2020  0400,0.00000,0.00000,0.00000,0.000
836,18May2020  0430,0.00000,0.00000,0.00000,0.000
837,18May2020  0500,0.00000,0.00000,0.06000,0.000
838,18May2020  0530,0.00000,0.00000,0.08000,0.000
839,18May2020  0600,0.00000,0.00000,0.00000,0.000
840,18May2020  0630,0.00000,0.01000,0.00000,0.000
841,18May2020  0700,0.02000,0.00000,0.00000,0.010
842,18May2020  0730,0.01000,0.00000,0.01000,0.000
843,18May2020  0800,0.00000,0.00000,0.00000,0.000
844,18May2020  0830,0.00000,0.00000,0.00000,0.000
845,18May2020  0900,0.00000,0.00000,0.00000,0.000
846,18May2020  0930,0.00000,0.00000,0.00000,0.000
847,18May2020  1000,0.00000,0.00000,0.01000,0.000
848,18May2020  1030,0.00000,0.00000,0.00000,0.000
849,18May2020  1100,0.00000,0.00000,0.00000,0.000
850,18May2020  1130,0.00000,0.00000,0.00000,0.000
851,18May2020  1200,0.00000,0.00000,0.00000,0.000
852,18May2020  1230,0.00000,0.00000,0.00000,0.000
853,18May2020  1300,0.00000,0.00000,0.00000,0.000
854,18May2020  1330,0.00000,0.00000,0.00000,0.000
855,18May2020  1400,0.04000,0.00000,0.00000,0.000
856,18May2020  1430,0.00000,0.00000,0.00000,0.000
857,18May2020  1500,0.00000,0.00000,0.00000,0.000
858,18May2020  1530,0.00000,0.00000,0.00000,0.000
859,18May2020  1600,0.00000,0.01000,0.00000,0.000
860,18May2020  1630,0.00000,0.10000,0.00000,0.000
861,18May2020  1700,0.02000,0.00000,0.00000,0.010
862,18May2020  1730,0.00000,0.00000,0.00000,0.010
863,18May2020  1800,0.01000,0.01000,0.00000,0.000
864,18May2020  1830,0.01000,0.00000,0.00000,0.000
865,18May2020  1900,0.01000,0.00000,0.00000,0.000
866,18May2020  1930,0.33000,0.01000,0.00000,0.000
867,18May2020  2000,0.09000,0.00000,0.00000,0.000
868,18May2020  2030,0.00000,0.00000,0.00000,0.000
869,18May2020  2100,0.00000,0.00000,0.00000,0.000
870,18May2020  2130,0.00000,0.00000,0.00000,0.000
871,18May2020  2200,0.00000,0.00000,0.00000,0.000
872,18May2020  2230,0.00000,0.00000,0.00000,0.000
873,18May2020  2300,0.00000,0.00000,0.00000,0.000
874,18May2020  2330,0.00000,0.00000,0.00000,0.000
875,19May2020  0000,0.00000,0.00000,0.00000,0.000
876,19May2020  0030,0.00000,0.00000,0.00000,0.000
877,19May2020  0100,0.00000,0.00000,0.00000,0.000
878,19May2020  0130,0.00000,0.00000,0.00000,0.000
879,19May2020  0200,0.00000,0.00000,0.00000,0.000
880,19May2020  0230,0.00000,0.00000,0.00000,0.000
881,19May2020  0300,0.00000,0.00000,0.00000,0.000
882,19May2020  0330,0.00000,0.00000,0.00000,0.000
883,19May2020  0400,0.00000,0.00000,0.00000,0.000
884,19May2020  0430,0.00000,0.00000,0.00000,0.000
885,19May2020  0500,0.00000,0.00000,0.00000,0.000
886,19May2020  0530,0.00000,0.00000,0.00000,0.000
887,19May2020  0600,0.00000,0.00000,0.00000,0.000
888,19May2020  0630,0.00000,0.00000,0.00000,0.000
889,19May2020  0700,0.00000,0.00000,0.00000,0.000
890,19May2020  0730,0.00000,0.00000,0.00000,0.000
891,19May2020  0800,0.00000,0.00000,0.00000,0.000
892,19May2020  0830,0.00000,0.00000,0.00000,0.000
893,19May2020  0900,0.00000,0.00000,0.00000,0.000
894,19May2020  0930,0.00000,0.00000,0.00000,0.000
895,19May2020  1000,0.00000,0.00000,0.01000,0.000
896,19May2020  1030,0.00000,0.00000,0.00000,0.000
897,19May2020  1100,0.00000,0.00000,0.00000,0.000
898,19May2020  1130,0.00000,0.00000,0.00000,0.000
899,19May2020  1200,0.00000,0.00000,0.00000,0.000
900,19May2020  1230,0.00000,0.00000,0.00000,0.000
901,19May2020  1300,0.00000,0.00000,0.00000,0.000
902,19May2020  1330,0.00000,0.00000,0.00000,0.000
903,19May2020  1400,0.00000,0.00000,0.00000,0.000
904,19May2020  1430,0.00000,0.00000,0.00000,0.000
905,19May2020  1500,0.00000,0.00000,0.00000,0.000
906,19May2020  1530,0.00000,0.00000,0.00000,0.000
907,19May2020  1600,0.00000,0.00000,0.00000,0.000
908,19May2020  1630,0.00000,0.00000,0.00000,0.000
909,19May2020  1700,0.00000,0.00000,0.00000,0.000
910,19May2020  1730,0.00000,0.00000,0.00000,0.000
911,19May2020  1800,0.00000,0.00000,0.00000,0.000
912,19May2020  1830,0.00000,0.00000,0.00000,0.040
913,19May2020  1900,0.00000,0.02000,0.02000,0.010
914,19May2020  1930,0.00000,0.08000,0.02000,0.000
915,19May2020  2000,0.00000,0.02000,0.02000,0.060
916,19May2020  2030,0.00000,0.00000,0.02000,0.010
917,19May2020  2100,0.00000,0.00000,0.02000,0.000
918,19May2020  2130,0.00000,0.00000,0.02000,0.000
919,19May2020  2200,0.00000,0.00000,0.03000,0.000
920,19May2020  2230,0.00000,0.00000,0.01000,0.000
921,19May2020  2300,0.00000,0.00000,0.00000,0.000
922,19May2020  2330,0.00000,0.00000,0.00000,0.000
923,20May2020  0000,0.00000,0.00000,0.00000,0.010
