A,,,,,
B,,LEBT1-LebanonTN,OHHT1-OLD_HICKORY,SMLK2-CumberlandR-SmithlandKY,KINT1-HarpethR-KingstonSpringsTN
C,UTC,Precip-Inc,Precip-Inc,Precip-Inc,Precip-Inc
E,,,,,
F,,dcp-rev,dcp-rev,dcp-rev,dcp-rev
Units,,in,in,in,in
Type,,PER-CUM,PER-CUM,PER-CUM,PER-CUM
924,20May2020  0030,0.00000,0.00000,0.00000,0.000
925,20May2020  0100,0.00000,0.00000,0.00000,0.000
926,20May2020  0130,0.00000,0.00000,0.00000,0.000
927,20May2020  0200,0.00000,0.00000,0.00000,0.000
928,20May2020  0230,0.00000,0.00000,0.00000,0.000
929,20May2020  0300,0.00000,0.00000,0.00000,0.000
930,20May2020  0330,0.00000,0.00000,0.00000,0.000
931,20May2020  0400,0.00000,0.00000,0.00000,0.000
932,20May2020  0430,0.00000,0.00000,0.00000,0.000
933,20May2020  0500,0.00000,0.00000,0.00000,0.000
934,20May2020  0530,0.00000,0.00000,0.00000,0.000
935,20May2020  0600,0.00000,0.00000,0.00000,0.000
936,20May2020  0630,0.00000,0.00000,0.00000,0.000
937,20May2020  0700,0.00000,0.00000,0.00000,0.000
938,20May2020  0730,0.00000,0.00000,0.00000,0.000
939,20May2020  0800,0.00000,0.00000,0.00000,0.000
940,20May2020  0830,0.00000,0.00000,0.01000,0.000
941,20May2020  0900,0.00000,0.00000,0.00000,0.000
942,20May2020  0930,0.00000,0.00000,0.00000,0.000
943,20May2020  1000,0.00000,0.00000,0.00000,0.000
944,20May2020  1030,0.00000,0.00000,0.00000,0.000
945,20May2020  1100,0.00000,0.00000,0.00000,0.000
946,20May2020  1130,0.00000,0.00000,0.00000,0.000
947,20May2020  1200,0.00000,0.00000,0.00000,0.000
948,20May2020  1230,0.00000,0.00000,0.00000,0.000
949,20May2020  1300,0.00000,0.00000,0.00000,0.000
950,20May2020  1330,0.00000,0.00000,0.00000,0.000
951,20May2020  1400,0.00000,0.00000,0.00000,0.000
952,20May2020  1430,0.00000,0.00000,0.00000,0.000
953,20May2020  1500,0.00000,0.00000,0.00000,0.000
954,20May2020  1530,0.00000,0.00000,0.00000,0.000
955,20May2020  1600,0.02000,0.01000,0.00000,0.000
956,20May2020  1630,0.10000,0.00000,0.00000,0.000
957,20May2020  1700,0.03000,0.00000,0.00000,0.000
958,20May2020  1730,0.00000,0.00000,0.00000,0.000
959,20May2020  1800,0.02000,0.00000,0.00000,0.000
960,20May2020  1830,0.03000,0.00000,0.00000,0.000
961,20May2020  1900,0.00000,0.13000,0.00000,0.000
962,20May2020  1930,0.00000,0.02000,0.00000,0.000
963,20May2020  2000,0.00000,0.02000,0.00000,0.000
964,20May2020  2030,0.01000,0.01000,0.00000,0.000
965,20May2020  2100,0.01000,0.00000,0.00000,0.000
966,20May2020  2130,0.00000,0.00000,0.01000,0.000
967,20May2020  2200,0.00000,0.00000,0.00000,0.000
968,20May2020  2230,0.00000,0.00000,0.00000,0.000
969,20May2020  2300,0.01000,0.00000,0.00000,0.000
970,20May2020  2330,0.00000,0.00000,0.00000,0.000
971,21May2020  0000,0.01000,0.00000,0.00000,0.000
972,21May2020  0030,0.00000,0.00000,0.00000,0.000
973,21May2020  0100,0.00000,0.00000,0.00000,0.000
974,21May2020  0130,0.00000,0.00000,0.00000,0.000
975,21May2020  0200,0.00000,0.00000,0.00000,0.000
976,21May2020  0230,0.00000,0.00000,0.00000,0.000
977,21May2020  0300,0.00000,0.00000,0.00000,0.000
978,21May2020  0330,0.00000,0.00000,0.00000,0.000
979,21May2020  0400,0.00000,0.00000,0.00000,0.000
980,21May2020  0430,0.00000,0.00000,0.00000,0.000
981,21May2020  0500,0.00000,0.00000,0.00000,0.000
982,21May2020  0530,0.00000,0.00000,0.00000,0.000
983,21May2020  0600,0.00000,0.00000,0.00000,0.000
984,21May2020  0630,0.00000,0.00000,0.00000,0.000
985,21May2020  0700,0.00000,0.00000,0.00000,0.000
986,21May2020  0730,0.00000,0.00000,0.00000,0.000
987,21May2020  0800,0.00000,0.00000,0.00000,0.000
988,21May2020  0830,0.00000,0.00000,0.00000,0.000
989,21May2020  0900,0.00000,0.00000,0.00000,0.000
990,21May2020  0930,0.00000,0.00000,0.00000,0.000
991,21May2020  1000,0.00000,0.00000,0.00000,0.000
992,21May2020  1030,0.00000,0.00000,0.00000,0.000
993,21May2020  1100,0.00000,0.00000,0.00000,0.000
994,21May2020  1130,0.00000,0.00000,0.00000,0.000
995,21May2020  1200,0.00000,0.00000,0.00000,0.000
996,21May2020  1230,0.00000,0.00000,0.00000,0.000
997,21May2020  1300,0.00000,0.00000,0.00000,0.000
998,21May2020  1330,0.00000,0.00000,0.00000,0.000
999,21May2020  1400,0.00000,0.00000,0.00000,0.000
1000,21May2020  1430,0.00000,0.00000,0.00000,0.000
1001,21May2020  1500,0.00000,0.00000,0.00000,0.000
1002,21May2020  1530,0.00000,0.00000,0.00000,0.000
1003,21May2020  1600,0.00000,0.00000,0.00000,0.000
1004,21May2020  1630,0.00000,0.00000,0.00000,0.000
1005,21May2020  1700,0.00000,0.00000,0.00000,0.000
1006,21May2020  1730,0.00000,0.00000,0.00000,0.000
1007,21May2020  1800,0.00000,0.00000,0.00000,0.000
1008,21May2020  1830,0.00000,0.00000,0.00000,0.000
1009,21May2020  1900,0.00000,0.00000,0.00000,0.000
1010,21May2020  1930,0.00000,0.01000,0.00000,0.000
1011,21May2020  2000,0.00000,0.00000,0.00000,0.000
1012,21May2020  2030,0.00000,0.00000,0.00000,0.000
1013,21May2020  2100,0.01000,0.00000,0.00000,0.000
1014,21May2020  2130,0.00000,0.00000,0.00000,0.010
1015,21May2020  2200,0.01000,0.00000,0.00000,0.000
1016,21May2020  2230,0.00000,0.00000,0.00000,0.000
1017,21May2020  2300,0.00000,0.00000,0.00000,0.000
1018,21May2020  2330,0.00000,0.00000,0.00000,0.000
1019,22May2020  0000,0.00000,0.00000,0.00000,0.000
1020,22May2020  0030,0.00000,0.00000,0.00000,0.000
1021,22May2020  0100,0.00000,0.00000,0.00000,0.000
1022,22May2020  0130,0.00000,0.00000,0.00000,0.000
1023,22May2020  0200,0.00000,0.00000,0.00000,0.000
1024,22May2020  0230,0.00000,0.00000,0.00000,0.000
1025,22May2020  0300,0.00000,0.00000,0.00000,0.000
1026,22May2020  0330,0.00000,0.00000,0.00000,0.000
1027,22May2020  0400,0.00000,0.00000,0.00000,0.000
1028,22May2020  0430,0.00000,0.00000,0.00000,0.000
1029,22May2020  0500,0.00000,0.00000,0.00000,0.000
1030,22May2020  0530,0.00000,0.00000,0.00000,0.000
1031,22May2020  0600,0.00000,0.00000,0.00000,0.000
1032,22May2020  0630,0.00000,0.00000,0.00000,0.000
1033,22May2020  0700,0.00000,0.00000,0.00000,0.000
1034,22May2020  0730,0.00000,0.00000,0.00000,0.000
1035,22May2020  0800,0.00000,0.00000,0.00000,0.000
1036,22May2020  0830,0.00000,0.00000,0.00000,0.000
1037,22May2020  0900,0.00000,0.00000,0.00000,0.000
1038,22May2020  0930,0.00000,0.00000,0.00000,0.000
1039,22May2020  1000,0.00000,0.00000,0.00000,0.000
1040,22May2020  1030,0.00000,0.00000,0.00000,0.000
1041,22May2020  1100,0.00000,0.00000,0.00000,0.000
1042,22May2020  1130,0.00000,0.00000,0.00000,0.000
1043,22May2020  1200,0.00000,0.00000,0.00000,0.000
1044,22May2020  1230,0.00000,0.00000,0.00000,0.000
1045,22May2020  1300,0.00000,0.00000,0.00000,0.000
1046,22May2020  1330,0.02000,0.00000,0.00000,0.050
1047,22May2020  1400,0.01000,0.02000,0.00000,0.010
1048,22May2020  1430,0.00000,0.01000,0.00000,0.010
1049,22May2020  1500,0.00000,0.00000,0.00000,0.000
1050,22May2020  1530,0.00000,0.00000,0.00000,0.000
1051,22May2020  1600,0.00000,0.00000,0.00000,0.000
1052,22May2020  1630,0.00000,0.00000,0.00000,0.000
1053,22May2020  1700,0.00000,0.00000,0.00000,0.000
1054,22May2020  1730,0.00000,0.00000,0.00000,0.000
1055,22May2020  1800,0.00000,0.00000,0.00000,0.000
1056,22May2020  1830,0.00000,0.00000,0.00000,0.000
1057,22May2020  1900,0.00000,0.00000,0.00000,0.000
1058,22May2020  1930,0.00000,0.00000,0.00000,0.000
1059,22May2020  2000,0.00000,0.00000,0.00000,0.000
1060,22May2020  2030,0.00000,0.00000,0.00000,0.000
1061,22May2020  2100,0.00000,0.00000,0.00000,0.000
1062,22May2020  2130,0.00000,0.00000,0.00000,0.000
1063,22May2020  2200,0.00000,0.00000,0.00000,0.000
1064,22May2020  2230,0.00000,0.00000,0.00000,0.000
1065,22May2020  2300,0.00000,0.00000,0.00000,0.000
1066,22May2020  2330,0.00000,0.00000,0.00000,0.000
1067,23May2020  0000,0.00000,0.00000,0.00000,0.000
1068,23May2020  0030,0.00000,0.00000,0.00000,0.020
1069,23May2020  0100,0.00000,0.00000,0.00000,0.060
1070,23May2020  0130,0.00000,0.00000,0.00000,0.070
1071,23May2020  0200,0.00000,0.01000,0.00000,0.000
1072,23May2020  0230,0.00000,0.00000,0.00000,0.000
1073,23May2020  0300,0.01000,0.00000,0.00000,0.000
1074,23May2020  0330,0.00000,0.00000,0.00000,0.010
1075,23May2020  0400,0.00000,0.00000,0.00000,0.000
1076,23May2020  0430,0.00000,0.00000,0.00000,0.000
1077,23May2020  0500,0.00000,0.00000,0.00000,0.000
1078,23May2020  0530,0.00000,0.00000,0.00000,0.000
1079,23May2020  0600,0.00000,0.00000,0.00000,0.000
1080,23May2020  0630,0.00000,0.00000,0.00000,0.000
1081,23May2020  0700,0.00000,0.00000,0.00000,0.000
1082,23May2020  0730,0.00000,0.00000,0.00000,0.000
1083,23May2020  0800,0.00000,0.00000,0.00000,0.000
1084,23May2020  0830,0.00000,0.00000,0.00000,0.000
1085,23May2020  0900,0.00000,0.00000,0.00000,0.000
1086,23May2020  0930,0.00000,0.00000,0.00000,0.000
1087,23May2020  1000,0.00000,0.00000,0.00000,0.000
1088,23May2020  1030,0.00000,0.00000,0.00000,0.000
1089,23May2020  1100,0.01000,0.00000,0.00000,0.000
1090,23May2020  1130,0.00000,0.00000,0.00000,0.000
1091,23May2020  1200,0.00000,0.00000,0.00000,0.000
1092,23May2020  1230,0.00000,0.00000,0.00000,0.000
1093,23May2020  1300,0.00000,0.00000,0.00000,0.000
1094,23May2020  1330,0.00000,0.00000,0.00000,0.000
1095,23May2020  1400,0.00000,0.00000,0.00000,0.000
1096,23May2020  1430,0.00000,0.00000,0.00000,0.000
1097,23May2020  1500,0.00000,0.00000,0.00000,0.000
1098,23May2020  1530,0.00000,0.00000,0.00000,0.000
1099,23May2020  1600,0.00000,0.00000,0.00000,0.000
1100,23May2020  1630,0.00000,0.00000,0.00000,0.000
1101,23May2020  1700,0.00000,0.00000,0.00000,0.000
1102,23May2020  1730,0.00000,0.00000,0.00000,0.000
1103,23May2020  1800,0.00000,0.00000,0.00000,0.000
1104,23May2020  1830,0.00000,0.00000,0.00000,0.000
1105,23May2020  1900,0.00000,0.00000,0.00000,0.000
1106,23May2020  1930,0.00000,0.00000,0.00000,0.000
1107,23May2020  2000,0.00000,0.00000,0.00000,0.000
1108,23May2020  2030,0.00000,0.00000,0.00000,0.000
1109,23May2020  2100,0.00000,0.00000,0.00000,0.000
1110,23May2020  2130,0.00000,0.00000,0.00000,0.000
1111,23May2020  2200,0.00000,0.00000,0.00000,0.000
1112,23May2020  2230,0.00000,0.00000,0.00000,0.000
1113,23May2020  2300,0.00000,0.00000,0.00000,0.000
1114,23May2020  2330,0.00000,0.00000,0.00000,0.000
1115,24May2020  0000,0.00000,0.00000,0.00000,0.000
1116,24May2020  0030,0.00000,0.00000,0.00000,0.000
1117,24May2020  0100,0.00000,0.00000,0.00000,0.000
1118,24May2020  0130,0.00000,0.00000,0.00000,0.000
1119,24May2020  0200,0.00000,0.00000,0.00000,0.000
1120,24May2020  0230,0.00000,0.00000,0.00000,0.000
1121,24May2020  0300,0.00000,0.00000,0.00000,0.000
1122,24May2020  0330,0.00000,0.00000,0.00000,0.000
1123,24May2020  0400,0.00000,0.00000,0.00000,0.000
1124,24May2020  0430,0.00000,0.00000,0.00000,0.000
1125,24May2020  0500,0.00000,0.00000,0.00000,0.000
1126,24May2020  0530,0.00000,0.00000,0.00000,0.000
1127,24May2020  0600,0.00000,0.00000,0.00000,0.000
1128,24May2020  0630,0.00000,0.00000,0.00000,0.000
1129,24May2020  0700,0.00000,0.00000,0.00000,0.000
1130,24May2020  0730,0.00000,0.00000,0.00000,0.000
1131,24May2020  0800,0.00000,0.00000,0.00000,0.000
1132,24May2020  0830,0.00000,0.00000,0.00000,0.000
1133,24May2020  0900,0.00000,0.00000,0.00000,0.000
1134,24May2020  0930,0.00000,0.00000,0.00000,0.000
1135,24May2020  1000,0.00000,0.00000,0.00000,0.000
1136,24May2020  1030,0.00000,0.00000,0.00000,0.000
1137,24May2020  1100,0.00000,0.00000,0.00000,0.000
1138,24May2020  1130,0.00000,0.00000,0.00000,0.000
1139,24May2020  1200,0.00000,0.00000,0.00000,0.000
1140,24May2020  1230,0.00000,0.00000,0.00000,0.000
1141,24May2020  1300,0.00000,0.00000,0.00000,0.000
1142,24May2020  1330,0.00000,0.00000,0.00000,0.000
1143,24May2020  1400,0.00000,0.00000,0.00000,0.000
1144,24May2020  1430,0.00000,0.00000,0.00000,0.000
1145,24May2020  1500,0.00000,0.00000,0.00000,0.000
1146,24May2020  1530,0.00000,0.00000,0.00000,0.000
1147,24May2020  1600,0.00000,0.00000,0.00000,0.000
1148,24May2020  1630,0.00000,0.00000,0.00000,0.000
1149,24May2020  1700,0.00000,0.00000,0.00000,0.000
1150,24May2020  1730,0.00000,0.00000,0.00000,0.000
1151,24May2020  1800,0.00000,0.00000,0.00000,0.000
1152,24May2020  1830,0.00000,0.00000,0.00000,0.000
1153,24May2020  1900,0.00000,0.00000,0.00000,0.000
1154,24May2020  1930,0.00000,0.00000,0.00000,0.000
1155,24May2020  2000,0.00000,0.00000,0.00000,0.000
1156,24May2020  2030,0.00000,0.00000,0.00000,0.000
1157,24May2020  2100,0.00000,0.00000,0.00000,0.000
1158,24May2020  2130,0.00000,0.00000,0.00000,0.000
1159,24May2020  2200,0.00000,0.00000,0.00000,0.000
1160,24May2020  2230,0.00000,0.00000,0.00000,0.020
1161,24May2020  2300,0.00000,0.01000,0.00000,0.010
1162,24May2020  2330,0.05000,0.01000,0.00000,0.000
1163,25May2020  0000,0.00000,0.00000,0.00000,0.000
1164,25May2020  0030,0.00000,0.00000,0.00000,0.000
1165,25May2020  0100,0.00000,0.00000,0.00000,0.000
1166,25May2020  0130,0.00000,0.00000,0.00000,0.000
1167,25May2020  0200,0.00000,0.00000,0.00000,0.000
1168,25May2020  0230,0.00000,0.00000,0.00000,0.000
1169,25May2020  0300,0.00000,0.00000,0.00000,0.000
1170,25May2020  0330,0.00000,0.00000,0.00000,0.000
1171,25May2020  0400,0.00000,0.00000,0.00000,0.000
1172,25May2020  0430,0.00000,0.00000,0.00000,0.000
1173,25May2020  0500,0.00000,0.00000,0.00000,0.000
1174,25May2020  0530,0.00000,0.00000,0.00000,0.000
1175,25May2020  0600,0.00000,0.00000,0.00000,0.000
1176,25May2020  0630,0.00000,0.00000,0.00000,0.000
1177,25May2020  0700,0.00000,0.00000,0.00000,0.000
1178,25May2020  0730,0.00000,0.00000,0.00000,0.000
1179,25May2020  0800,0.00000,0.00000,0.00000,0.000
1180,25May2020  0830,0.00000,0.00000,0.00000,0.000
1181,25May2020  0900,0.00000,0.00000,0.00000,0.000
1182,25May2020  0930,0.00000,0.00000,0.00000,0.000
1183,25May2020  1000,0.00000,0.00000,0.00000,0.000
1184,25May2020  1030,0.00000,0.00000,0.00000,0.000
1185,25May2020  1100,0.00000,0.00000,0.00000,0.000
1186,25May2020  1130,0.00000,0.00000,0.00000,0.000
1187,25May2020  1200,0.00000,0.00000,0.00000,0.000
1188,25May2020  1230,0.00000,0.00000,0.00000,0.000
1189,25May2020  1300,0.00000,0.00000,0.00000,0.000
1190,25May2020  1330,0.00000,0.00000,0.00000,0.010
1191,25May2020  1400,0.00000,0.00000,0.00000,0.000
1192,25May2020  1430,0.00000,0.00000,0.00000,0.000
1193,25May2020  1500,0.00000,0.00000,0.00000,0.000
1194,25May2020  1530,0.00000,0.00000,0.00000,0.000
1195,25May2020  1600,0.00000,0.00000,0.00000,0.000
1196,25May2020  1630,0.00000,0.00000,0.00000,0.000
1197,25May2020  1700,0.00000,0.00000,0.00000,0.000
1198,25May2020  1730,0.00000,0.00000,0.00000,0.000
1199,25May2020  1800,0.00000,0.00000,0.00000,0.000
1200,25May2020  1830,0.00000,0.00000,0.00000,0.000
1201,25May2020  1900,0.00000,0.00000,0.00000,0.000
1202,25May2020  1930,0.00000,0.00000,0.00000,0.000
1203,25May2020  2000,0.08000,0.00000,0.00000,0.000
1204,25May2020  2030,0.17000,0.00000,0.00000,0.000
1205,25May2020  2100,0.17000,0.00000,0.00000,0.000
1206,25May2020  2130,0.00000,0.36000,0.00000,0.090
1207,25May2020  2200,0.00000,0.47000,0.00000,0.020
1208,25May2020  2230,0.09000,0.01000,0.00000,0.010
1209,25May2020  2300,0.02000,0.01000,0.00000,0.000
1210,25May2020  2330,0.02000,0.00000,0.00000,0.000
1211,26May2020  0000,0.01000,0.00000,0.00000,0.000
1212,26May2020  0030,0.02000,0.00000,0.00000,0.000
1213,26May2020  0100,0.02000,0.00000,0.00000,0.000
1214,26May2020  0130,0.02000,0.00000,0.00000,0.000
1215,26May2020  0200,0.00000,0.00000,0.00000,0.000
1216,26May2020  0230,0.00000,0.00000,0.00000,0.000
1217,26May2020  0300,0.00000,0.00000,0.00000,0.000
1218,26May2020  0330,0.00000,0.00000,0.00000,0.000
1219,26May2020  0400,0.00000,0.00000,0.00000,0.000
1220,26May2020  0430,0.00000,0.00000,0.00000,0.000
1221,26May2020  0500,0.00000,0.00000,0.00000,0.000
1222,26May2020  0530,0.00000,0.00000,0.00000,0.000
1223,26May2020  0600,0.00000,0.00000,0.00000,0.000
1224,26May2020  0630,0.00000,0.00000,0.00000,0.000
1225,26May2020  0700,0.00000,0.00000,0.00000,0.000
1226,26May2020  0730,0.00000,0.00000,0.00000,0.000
1227,26May2020  0800,0.00000,0.00000,0.00000,0.000
1228,26May2020  0830,0.00000,0.00000,0.00000,0.000
1229,26May2020  0900,0.00000,0.00000,0.00000,0.000
1230,26May2020  0930,0.00000,0.00000,0.00000,0.000
1231,26May2020  1000,0.00000,0.00000,0.00000,0.000
1232,26May2020  1030,0.01000,0.00000,0.00000,0.000
1233,26May2020  1100,0.00000,0.00000,0.00000,0.000
1234,26May2020  1130,0.00000,0.00000,0.00000,0.000
1235,26May2020  1200,0.00000,0.00000,0.00000,0.000
1236,26May2020  1230,0.00000,0.00000,0.00000,0.000
1237,26May2020  1300,0.00000,0.00000,0.00000,0.000
1238,26May2020  1330,0.00000,0.00000,0.00000,0.000
1239,26May2020  1400,0.00000,0.00000,0.00000,0.000
1240,26May2020  1430,0.00000,0.00000,0.00000,0.000
1241,26May2020  1500,0.00000,0.00000,0.00000,0.000
1242,26May2020  1530,0.00000,0.00000,0.00000,0.000
1243,26May2020  1600,0.00000,0.00000,0.00000,0.000
1244,26May2020  1630,0.00000,0.00000,0.00000,0.000
1245,26May2020  1700,0.00000,0.00000,0.00000,0.000
1246,26May2020  1730,0.00000,0.00000,0.00000,0.000
1247,26May2020  1800,0.00000,0.00000,0.00000,0.000
1248,26May2020  1830,0.00000,0.00000,0.00000,0.000
1249,26May2020  1900,0.00000,0.00000,0.00000,0.000
1250,26May2020  1930,0.00000,0.00000,0.00000,0.000
1251,26May2020  2000,0.00000,0.00000,0.00000,0.000
1252,26May2020  2030,0.00000,0.00000,0.00000,0.000
1253,26May2020  2100,0.00000,0.00000,0.00000,0.000
1254,26May2020  2130,0.00000,0.00000,0.00000,0.000
1255,26May2020  2200,0.00000,0.00000,0.00000,0.000
1256,26May2020  2230,0.00000,0.00000,0.02000,0.000
1257,26May2020  2300,0.00000,0.00000,0.08000,0.000
1258,26May2020  2330,0.00000,0.00000,0.05000,0.000
1259,27May2020  0000,0.00000,0.01000,0.00000,0.000
1260,27May2020  0030,0.00000,0.00000,0.00000,0.000
1261,27May2020  0100,0.00000,0.00000,0.00000,0.000
1262,27May2020  0130,0.00000,0.00000,0.00000,0.000
1263,27May2020  0200,0.00000,0.00000,0.00000,0.000
1264,27May2020  0230,0.00000,0.00000,0.00000,0.000
1265,27May2020  0300,0.00000,0.00000,0.00000,0.000
1266,27May2020  0330,0.00000,0.00000,0.00000,0.000
1267,27May2020  0400,0.00000,0.00000,0.00000,0.000
1268,27May2020  0430,0.00000,0.00000,0.00000,0.000
1269,27May2020  0500,0.00000,0.00000,0.01000,0.000
1270,27May2020  0530,0.00000,0.00000,0.00000,0.000
1271,27May2020  0600,0.00000,0.00000,0.00000,0.000
1272,27May2020  0630,0.00000,0.00000,0.00000,0.000
1273,27May2020  0700,0.00000,0.00000,0.00000,0.000
1274,27May2020  0730,0.00000,0.00000,0.00000,0.000
1275,27May2020  0800,0.00000,0.00000,0.00000,0.000
1276,27May2020  0830,0.00000,0.00000,0.00000,0.000
1277,27May2020  0900,0.00000,0.03000,0.00000,0.000
1278,27May2020  0930,0.01000,0.05000,0.00000,0.000
1279,27May2020  1000,0.02000,0.05000,0.00000,0.000
1280,27May2020  1030,0.01000,0.04000,0.00000,0.000
1281,27May2020  1100,0.04000,0.00000,0.00000,0.020
1282,27May2020  1130,0.04000,0.01000,0.05000,0.040
1283,27May2020  1200,0.00000,0.00000,0.06000,0.000
1284,27May2020  1230,0.00000,0.00000,0.13000,0.000
1285,27May2020  1300,0.00000,0.00000,0.15000,0.030
1286,27May2020  1330,0.00000,0.00000,0.05000,0.060
1287,27May2020  1400,0.00000,0.00000,0.06000,0.050
1288,27May2020  1430,0.00000,0.00000,0.01000,0.010
1289,27May2020  1500,0.00000,0.00000,0.00000,0.000
1290,27May2020  1530,0.03000,0.00000,0.01000,0.000
1291,27May2020  1600,0.15000,0.01000,0.00000,0.010
1292,27May2020  1630,0.08000,0.03000,0.00000,0.010
1293,27May2020  1700,0.10000,0.04000,0.00000,0.030
1294,27May2020  1730,0.05000,0.06000,0.01000,0.030
1295,27May2020  1800,0.03000,0.06000,0.00000,0.010
1296,27May2020  1830,0.08000,0.11000,0.00000,0.040
1297,27May2020  1900,0.09000,0.04000,0.00000,0.010
1298,27May2020  1930,0.08000,0.00000,0.00000,0.000
1299,27May2020  2000,0.01000,0.00000,0.00000,0.000
1300,27May2020  2030,0.05000,0.00000,0.00000,0.000
1301,27May2020  2100,0.03000,0.00000,0.00000,0.000
1302,27May2020  2130,0.01000,0.00000,0.00000,0.000
1303,27May2020  2200,0.01000,0.00000,0.00000,0.000
1304,27May2020  2230,0.00000,0.00000,0.00000,0.000
1305,27May2020  2300,0.00000,0.00000,0.00000,0.000
1306,27May2020  2330,0.01000,0.00000,0.00000,0.000
1307,28May2020  0000,0.00000,0.00000,0.00000,0.000
1308,28May2020  0030,0.01000,0.00000,0.00000,0.000
1309,28May2020  0100,0.00000,0.00000,0.00000,0.000
1310,28May2020  0130,0.01000,0.00000,0.00000,0.000
1311,28May2020  0200,0.00000,0.00000,0.00000,0.010
1312,28May2020  0230,0.04000,0.01000,0.00000,0.010
1313,28May2020  0300,0.01000,0.01000,0.00000,0.020
1314,28May2020  0330,0.01000,0.00000,0.00000,0.030
1315,28May2020  0400,0.01000,0.00000,0.00000,0.010
1316,28May2020  0430,0.01000,0.01000,0.00000,0.000
1317,28May2020  0500,0.00000,0.02000,0.00000,0.000
1318,28May2020  0530,0.01000,0.00000,0.00000,0.000
1319,28May2020  0600,0.00000,0.00000,0.01000,0.000
1320,28May2020  0630,0.00000,0.00000,0.00000,0.000
1321,28May2020  0700,0.00000,0.00000,0.00000,0.000
1322,28May2020  0730,0.01000,0.00000,0.01000,0.000
1323,28May2020  0800,0.00000,0.00000,0.00000,0.000
1324,28May2020  0830,0.00000,0.00000,0.00000,0.000
1325,28May2020  0900,0.00000,0.00000,0.00000,0.010
1326,28May2020  0930,0.00000,0.00000,0.00000,0.000
1327,28May2020  1000,0.00000,0.00000,0.00000,0.000
1328,28May2020  1030,0.00000,0.00000,0.00000,0.000
1329,28May2020  1100,0.00000,0.01000,0.00000,0.000
1330,28May2020  1130,0.00000,0.00000,0.00000,0.000
1331,28May2020  1200,0.00000,0.00000,0.00000,0.000
1332,28May2020  1230,0.00000,0.00000,0.00000,0.000
1333,28May2020  1300,0.00000,0.00000,0.00000,0.000
1334,28May2020  1330,0.00000,0.00000,0.00000,0.000
1335,28May2020  1400,0.00000,0.00000,0.00000,0.000
1336,28May2020  1430,0.00000,0.00000,0.00000,0.000
1337,28May2020  1500,0.00000,0.00000,0.00000,0.000
1338,28May2020  1530,0.00000,0.00000,0.00000,0.000
1339,28May2020  1600,0.00000,0.00000,0.00000,0.000
1340,28May2020  1630,0.00000,0.00000,0.00000,0.000
1341,28May2020  1700,0.00000,0.00000,0.00000,0.000
1342,28May2020  1730,0.02000,0.00000,0.00000,0.000
1343,28May2020  1800,0.01000,0.00000,0.00000,0.000
1344,28May2020  1830,0.00000,0.00000,0.03000,0.000
1345,28May2020  1900,0.00000,0.00000,0.00000,0.000
1346,28May2020  1930,0.00000,0.00000,0.01000,0.000
1347,28May2020  2000,0.00000,0.00000,0.00000,0.000
1348,28May2020  2030,0.00000,0.00000,0.00000,0.000
1349,28May2020  2100,0.00000,0.00000,0.00000,0.000
1350,28May2020  2130,0.00000,0.00000,0.00000,0.000
1351,28May2020  2200,0.00000,0.00000,0.12000,0.000
1352,28May2020  2230,0.00000,0.00000,0.00000,0.000
1353,28May2020  2300,0.00000,0.00000,0.03000,0.000
1354,28May2020  2330,0.00000,0.00000,0.03000,0.000
1355,29May2020  0000,0.00000,0.09000,0.00000,0.000
1356,29May2020  0030,0.00000,0.00000,0.30000,0.000
1357,29May2020  0100,0.00000,0.00000,0.02000,0.000
1358,29May2020  0130,0.00000,0.00000,0.00000,0.050
1359,29May2020  0200,0.00000,0.00000,0.01000,0.020
1360,29May2020  0230,0.10000,0.00000,0.00000,0.000
1361,29May2020  0300,0.04000,0.00000,0.00000,0.000
1362,29May2020  0330,0.01000,0.00000,0.00000,0.000
1363,29May2020  0400,0.00000,0.00000,0.00000,0.000
1364,29May2020  0430,0.00000,0.00000,0.00000,0.000
1365,29May2020  0500,0.00000,0.00000,0.00000,0.000
1366,29May2020  0530,0.00000,0.00000,0.00000,0.000
1367,29May2020  0600,0.00000,0.00000,0.00000,0.000
1368,29May2020  0630,0.00000,0.00000,0.00000,0.000
1369,29May2020  0700,0.00000,0.00000,0.00000,0.000
1370,29May2020  0730,0.00000,0.00000,0.00000,0.000
1371,29May2020  0800,0.00000,0.00000,0.00000,0.000
1372,29May2020  0830,0.00000,0.00000,0.00000,0.000
1373,29May2020  0900,0.00000,0.00000,0.00000,0.010
1374,29May2020  0930,0.00000,0.01000,0.00000,0.000
1375,29May2020  1000,0.00000,0.00000,0.00000,0.000
1376,29May2020  1030,0.00000,0.00000,0.00000,0.000
1377,29May2020  1100,0.00000,0.00000,0.00000,0.000
1378,29May2020  1130,0.00000,0.00000,0.00000,0.000
1379,29May2020  1200,0.00000,0.00000,0.00000,0.000
1380,29May2020  1230,0.00000,0.00000,0.00000,0.000
1381,29May2020  1300,0.00000,0.00000,0.00000,0.000
1382,29May2020  1330,0.00000,0.00000,0.00000,0.000
1383,29May2020  1400,0.00000,0.00000,0.00000,0.000
1384,29May2020  1430,0.00000,0.00000,0.00000,0.000
1385,29May2020  1500,0.00000,0.00000,0.00000,0.000
